"","Patent.Number...Numéro.du.brevet","Agent.Type.Code...Code.du.type.d.agent","Applicant.Type.Code...Code.du.type.de.demandeur","Interested.Party.Type.Code...Code.du.type.de.partie.intéressée","Interested.Party.Type...Type.de.partie.intéressée","Owner.Enable.Date...Date.d.activation.par.le.propriétaire","Ownership.End.date...Date.de.désactivation.par.le.propriétaire","Party.Name...Nom.de.la.partie","Party.Address.Line.1...Ligne.1.de.l.adresse.de.la.partie","Party.Address.Line.2...Ligne.2.de.l.adresse.de.la.partie","Party.Address.Line.3...Ligne.3.de.l.adresse.de.la.partie","Party.Address.Line.4...Ligne.4.de.l.adresse.de.la.partie","Party.Address.Line.5...Ligne.5.de.l.adresse.de.la.partie","Party.City...Ville.de.la.partie","Party.Province.Code...Code.de.la.province.de.la.partie","Party.Province...Étiquette.de.la.province.de.la.partie","Party.Postal.Code...Code.postal.de.la.partie","Party.Country.Code...Code.du.pays.de.la.partie","Party.Country...Pays.de.la.partie","Filing.Date...Date.de.dépôt","Grant.Date...Date.de.l.octroi","Application.Status.Code...Code.du.statut.de.la.demande","Application.Type.Code...Code.du.type.de.la.demande","Application.Patent.Title.English...Demande.Titre.anglais.du.brevet","Application.Patent.Title.French...Demande.Titre.français.du.brevet","Bibliographic.File.Extract.Date...Date.d.extraction.du.fichier.bibliographique","Country.of.Publication.Code...Code.du.pays.de.publication","Document.Kind.Type...Genre.du.type.de.document","Examination.Request.Date...Date.de.la.demande.d.examen","Filing.Country.Code...Code.du.pays.de.dépôt","Language.of.Filing.Code...Langue.du.dépôt.de.la.demande","License.For.Sale.Indicator...Indicateur.de.la.licence.de.vente","PCT.Application.Number...Numéro.de.demande.du.TCMB","PCT.Publication.Number...Numéro.de.publication.du.TCMB","PCT.Publication.Date...Date.de.publication.du.TCMB","Parent.Application.Number...Numéro.de.la.demande.principale","PCT.Article.22.39.fulfilled.Date...Date.d.accomplissement.des.articles.22.à.29.du.TCMB","PCT.Section.371.Date...Date.de.l.article.371.du.TCMB","PCT.Publication.Country.Code...Code.du.pays.de.publication.du.TCMB","Publication.Kind.Type...Genre.de.type.de.publication","Printed.as.Amended.Country.Code...Code.du.pays.de.la.demande.imprimée.après.modification","Country"
"279987","2904545","-2","APPLICANT","APPL","Applicant","NULL","NULL","UNIVERSITE LAVAL","1434-2320, DES BILBIOTHEQUES","PAVILLON DES SCIENCES DE L'EDUCATION","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1V 0A6","CA","Canada",2013-03-20,"NULL","DE","PCT","A NUCLEIC ACID DETECTION METHOD COMPRISING TARGET SPECIFIC INDEXING PROBES (TSIP) COMPRISING A RELEASABLE SEGMENT TO BE DETECTED VIA FLUORESCENCE WHEN BOUND TO A CAPTURE PROBE","PROCEDE DE DETECTION D'ACIDES NUCLEIQUES COMPRENANT DES SONDES D'INDEXATION SPECIFIQUES D'UNE CIBLE (TSIP) COMPRENANT UN SEGMENT POUVANT ETRE LIBERE A DETECTER PAR L'INTERMEDIAIRE DE LA FLUORESCENCE LORSQU'IL EST LIE A UNE SONDE DE CAPTURE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2013/050228","WO2013/138937","2013-09-26","NULL","2015-09-08","2013-03-20","WO","A1","CA","CA"
"279988","2904545","-2","-2","OWNR","Owner","2013-03-20","NULL","UNIVERSITE LAVAL","1434-2320, DES BILBIOTHEQUES","PAVILLON DES SCIENCES DE L'EDUCATION","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1V 0A6","CA","Canada",2013-03-20,"NULL","DE","PCT","A NUCLEIC ACID DETECTION METHOD COMPRISING TARGET SPECIFIC INDEXING PROBES (TSIP) COMPRISING A RELEASABLE SEGMENT TO BE DETECTED VIA FLUORESCENCE WHEN BOUND TO A CAPTURE PROBE","PROCEDE DE DETECTION D'ACIDES NUCLEIQUES COMPRENANT DES SONDES D'INDEXATION SPECIFIQUES D'UNE CIBLE (TSIP) COMPRENANT UN SEGMENT POUVANT ETRE LIBERE A DETECTER PAR L'INTERMEDIAIRE DE LA FLUORESCENCE LORSQU'IL EST LIE A UNE SONDE DE CAPTURE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2013/050228","WO2013/138937","2013-09-26","NULL","2015-09-08","2013-03-20","WO","A1","CA","CA"
"280169","2904683","-2","-2","OWNR","Owner","2015-09-16","NULL","SANEXEN ENVIRONMENTAL SERVICES INC.","200-9935 CATANIA AVENUE","ENTRANCE 1","NULL","NULL","NULL","BROSSARD","Q1","Quebec","J4Z 3V4","CA","Canada",2015-09-16," 2022-05-03","GR","NON-PCT","SEISMIC REINFORCED UNDERGROUND WATER CONDUIT","CONDUIT D'EAU SOUTERRAIN RENFORCE POUR RESISTER AUX SECOUSSES SISMIQUES","2022-06-06","CA","C","2019-11-08","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"280171","2904683","-2","APPLICANT","APPL","Applicant","NULL","NULL","SANEXEN ENVIRONMENTAL SERVICES INC.","200-9935 CATANIA AVENUE","ENTRANCE 1","NULL","NULL","NULL","BROSSARD","Q1","Quebec","J4Z 3V4","CA","Canada",2015-09-16," 2022-05-03","GR","NON-PCT","SEISMIC REINFORCED UNDERGROUND WATER CONDUIT","CONDUIT D'EAU SOUTERRAIN RENFORCE POUR RESISTER AUX SECOUSSES SISMIQUES","2022-06-06","CA","C","2019-11-08","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"280190","2904694","-2","-2","OWNR","Owner","2015-09-16","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-16,"NULL","AL","NON-PCT","HIGH PRESSURE TURBINE BLADE COOLING HOLE DISTRIBUTION","DISTRIBUTION DE TROUS DE REFROIDISSEMENT D'AUBE DE TURBINE HAUTE PRESSION","2022-08-22","CA","A1","2020-09-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280193","2904694","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-16,"NULL","AL","NON-PCT","HIGH PRESSURE TURBINE BLADE COOLING HOLE DISTRIBUTION","DISTRIBUTION DE TROUS DE REFROIDISSEMENT D'AUBE DE TURBINE HAUTE PRESSION","2022-08-22","CA","A1","2020-09-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280198","2904695","-2","-2","OWNR","Owner","2015-09-16","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-16,"NULL","ER","NON-PCT","GAS TURBINE ENGINE WITH PARTIAL INLET VANE","TURBINE A GAZ AYANT UNE AUBE D'ENTREE PARTIELLE","2022-08-22","CA","A1","2020-12-04","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280199","2904695","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-16,"NULL","ER","NON-PCT","GAS TURBINE ENGINE WITH PARTIAL INLET VANE","TURBINE A GAZ AYANT UNE AUBE D'ENTREE PARTIELLE","2022-08-22","CA","A1","2020-12-04","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280288","2904757","-2","APPLICANT","APPL","Applicant","NULL","NULL","LES PLATS DU CHEF INC.","51 RUE KESMARK","NULL","NULL","NULL","NULL","DOLLARD-DES-ORMEAUX","Q1","Quebec","H9B 3J1","CA","Canada",2014-02-28," 2016-07-12","GR","PCT","METHODS FOR PREPARING FROZEN ONION SOUP AU GRATIN","PROCEDE DE PREPARATION D'UNE SOUPE A L'OIGNON GRATINEE SURGELEE","2022-01-17","CA","C","2015-09-09","CA","EN"," 0","PCT/CA2014/000159","WO2014/138853","2014-09-18","NULL","2015-09-09","2014-02-28","WO","C","CA","CA"
"280291","2904757","-2","-2","OWNR","Owner","2014-02-28","2017-08-01","LES PLATS DU CHEF INC.","51 RUE KESMARK","NULL","NULL","NULL","NULL","DOLLARD-DES-ORMEAUX","Q1","Quebec","H9B 3J1","CA","Canada",2014-02-28," 2016-07-12","GR","PCT","METHODS FOR PREPARING FROZEN ONION SOUP AU GRATIN","PROCEDE DE PREPARATION D'UNE SOUPE A L'OIGNON GRATINEE SURGELEE","2022-01-17","CA","C","2015-09-09","CA","EN"," 0","PCT/CA2014/000159","WO2014/138853","2014-09-18","NULL","2015-09-09","2014-02-28","WO","C","CA","CA"
"280384","2904793","-2","APPLICANT","APPL","Applicant","NULL","NULL","LES SOLUTIONS CYCLELABS INC.","A - 152 RUE DANTE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2S 1J9","CA","Canada",2015-09-18,"NULL","DE","NON-PCT","METHOD OF AND SYSTEM FOR PROVIDING TRAVEL INFORMATION ON A HANDLEBAR","METHODE ET SYSTEME DE FOURNITURE D'INFORMATION DE VOYAGE SUR UN GUIDON","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280388","2904793","-2","-2","OWNR","Owner","2015-09-18","NULL","LES SOLUTIONS CYCLELABS INC.","A - 152 RUE DANTE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2S 1J9","CA","Canada",2015-09-18,"NULL","DE","NON-PCT","METHOD OF AND SYSTEM FOR PROVIDING TRAVEL INFORMATION ON A HANDLEBAR","METHODE ET SYSTEME DE FOURNITURE D'INFORMATION DE VOYAGE SUR UN GUIDON","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280451","2904845","-2","-2","OWNR","Owner","2015-09-18","NULL","SANEXEN ENVIRONMENTAL SERVICES INC.","200-9935 CATANIA AVENUE","ENTRANCE 1","NULL","NULL","NULL","BROSSARD","Q1","Quebec","J4Z 3V4","CA","Canada",2015-09-18,"NULL","AL","NON-PCT","MOBILE SOIL TREATMENT UNIT","UNITE DE TRAITEMENT MOBILE DU SOL","2022-06-06","CA","A1","2020-09-11","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280455","2904845","-2","APPLICANT","APPL","Applicant","NULL","NULL","SANEXEN ENVIRONMENTAL SERVICES INC.","200-9935 CATANIA AVENUE","ENTRANCE 1","NULL","NULL","NULL","BROSSARD","Q1","Quebec","J4Z 3V4","CA","Canada",2015-09-18,"NULL","AL","NON-PCT","MOBILE SOIL TREATMENT UNIT","UNITE DE TRAITEMENT MOBILE DU SOL","2022-06-06","CA","A1","2020-09-11","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280460","2904850","-2","APPLICANT","APPL","Applicant","NULL","NULL","NGP INC.","12778 RUE CLEARVIEW","NULL","NULL","NULL","NULL","PIERREFONDS","Q1","Quebec","H9A 1B5","CA","Canada",2015-09-21," 2021-04-20","GR","NON-PCT","ANALYTES MONITORING BY DIFFERENTIAL SWEPT WAVELENGTH ABSORPTION SPECTROSCOPY METHODS","SURVEILLANCE D'ANALYTES AU MOYEN DE METHODES DE SPECTROSCOPIE PAR ABSORPTION DE LONGUEUR D'ONDE BALAYEE DIFFERENTIELLE","2022-01-17","CA","C","2017-06-05","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"280462","2904850","-2","-2","OWNR","Owner","2015-09-21","NULL","NGP INC.","12778 RUE CLEARVIEW","NULL","NULL","NULL","NULL","PIERREFONDS","Q1","Quebec","H9A 1B5","CA","Canada",2015-09-21," 2021-04-20","GR","NON-PCT","ANALYTES MONITORING BY DIFFERENTIAL SWEPT WAVELENGTH ABSORPTION SPECTROSCOPY METHODS","SURVEILLANCE D'ANALYTES AU MOYEN DE METHODES DE SPECTROSCOPIE PAR ABSORPTION DE LONGUEUR D'ONDE BALAYEE DIFFERENTIELLE","2022-01-17","CA","C","2017-06-05","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"280721","2905002","-2","APPLICANT","APPL","Applicant","NULL","NULL","PMR INC.","4640 GRANDE-ALLEE","NULL","NULL","NULL","NULL","BOISBRIAND","Q1","Quebec","J7H 1S7","CA","Canada",2015-09-23,"NULL","DE","NON-PCT","RECOVERY CHAIN FOR AUTOMOBILE CATALYTIC CONVERTERS","CHAINE DE RECUPERATION DE CATALYSEURS AUTOMOBILES","2022-03-28","CA","A1","NULL","CA","FR"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280722","2905002","-2","-2","OWNR","Owner","2015-09-23","NULL","PMR INC.","4640 GRANDE-ALLEE","NULL","NULL","NULL","NULL","BOISBRIAND","Q1","Quebec","J7H 1S7","CA","Canada",2015-09-23,"NULL","DE","NON-PCT","RECOVERY CHAIN FOR AUTOMOBILE CATALYTIC CONVERTERS","CHAINE DE RECUPERATION DE CATALYSEURS AUTOMOBILES","2022-03-28","CA","A1","NULL","CA","FR"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280927","2905138","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","DE","NON-PCT","ACCESSORY DRIVE SYSTEM FOR A GAS TURBINE ENGINE","MECANISME D'ENTRAINEMENT ACCESSOIRE POUR TURBINE A GAZ","2022-02-07","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280928","2905138","-2","-2","OWNR","Owner","2015-09-18","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","DE","NON-PCT","ACCESSORY DRIVE SYSTEM FOR A GAS TURBINE ENGINE","MECANISME D'ENTRAINEMENT ACCESSOIRE POUR TURBINE A GAZ","2022-02-07","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280935","2905139","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","RP","NON-PCT","PARTIALLY COATED BLADE","LAME PARTIELLEMENT REVETUE","2022-08-22","CA","A1","2021-03-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280936","2905139","-2","-2","OWNR","Owner","2015-09-18","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","RP","NON-PCT","PARTIALLY COATED BLADE","LAME PARTIELLEMENT REVETUE","2022-08-22","CA","A1","2021-03-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280938","2905140","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","ER","NON-PCT","METHOD OF BALANCING A GAS TURBINE ENGINE ROTOR","METHODE D'EQUILIBRAGE D'UN ROTOR DE TURBINE A GAZ","2022-08-22","CA","A1","2021-03-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"280941","2905140","-2","-2","OWNR","Owner","2015-09-18","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2015-09-18,"NULL","ER","NON-PCT","METHOD OF BALANCING A GAS TURBINE ENGINE ROTOR","METHODE D'EQUILIBRAGE D'UN ROTOR DE TURBINE A GAZ","2022-08-22","CA","A1","2021-03-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"281020","2905179","-2","APPLICANT","APPL","Applicant","NULL","NULL","R-D MYTIS LTD.","1200 DU SANATORIUM","NULL","NULL","NULL","NULL","MONT-JOLI","Q1","Quebec","G6H 3V9","CA","Canada",2014-02-24," 2017-01-17","GR","PCT","LOOP-WORK ROPE FOR MUSSEL CULTURE","CORDE A BOUCLE DESTINEE A LA CULTURE DES MOULES","2022-01-17","CA","C","2015-09-09","CA","EN"," 0","PCT/CA2014/000129","WO2014/183190","2014-11-20","NULL","2015-09-10","2014-02-24","WO","C","CA","CA"
"281021","2905179","-2","-2","OWNR","Owner","2014-02-24","NULL","R-D MYTIS LTD.","1200 DU SANATORIUM","NULL","NULL","NULL","NULL","MONT-JOLI","Q1","Quebec","G6H 3V9","CA","Canada",2014-02-24," 2017-01-17","GR","PCT","LOOP-WORK ROPE FOR MUSSEL CULTURE","CORDE A BOUCLE DESTINEE A LA CULTURE DES MOULES","2022-01-17","CA","C","2015-09-09","CA","EN"," 0","PCT/CA2014/000129","WO2014/183190","2014-11-20","NULL","2015-09-10","2014-02-24","WO","C","CA","CA"
"281048","2905197","-2","-2","OWNR","Owner","2014-03-17","NULL","NEMASKA LITHIUM INC.","450 RUE DE LA GARE-DU-PALAIS, 1ER ETAGE","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1K 3X2","CA","Canada",2014-03-17," 2016-11-22","GR","PCT","PROCESSES FOR PREPARING LITHIUM HYDROXIDE","PROCEDES POUR LA PREPARATION D'HYDROXYDE DE LITHIUM","2022-02-28","CA","C","2015-09-10","CA","EN"," 0","PCT/CA2014/000264","WO2014/138933","2014-09-18","NULL","2015-09-10","2014-03-17","WO","C","CA","CA"
"281049","2905197","-2","APPLICANT","APPL","Applicant","NULL","NULL","NEMASKA LITHIUM INC.","450 RUE DE LA GARE-DU-PALAIS, 1ER ETAGE","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1K 3X2","CA","Canada",2014-03-17," 2016-11-22","GR","PCT","PROCESSES FOR PREPARING LITHIUM HYDROXIDE","PROCEDES POUR LA PREPARATION D'HYDROXYDE DE LITHIUM","2022-02-28","CA","C","2015-09-10","CA","EN"," 0","PCT/CA2014/000264","WO2014/138933","2014-09-18","NULL","2015-09-10","2014-03-17","WO","C","CA","CA"
"281056","2905200","-2","-2","OWNR","Owner","2014-03-12","NULL","CELLUFORCE INC.","1501 - 625 PRESIDENT-KENNEDY AVENUE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 1K2","CA","Canada",2014-03-12," 2021-04-20","GR","PCT","FLEXIBLE NANOCRYSTALLINE CELLULOSE (NCC) FILMS WITH TUNABLE OPTICAL AND MECHANICAL PROPERTIES","FILMS SOUPLES DE CELLULOSE NANOCRISTALLINE (NCC) PRESENTANT DES PROPRIETES OPTIQUES ET MECANIQUES AJUSTABLES","2022-05-02","CA","C","2019-03-06","CA","EN"," 0","PCT/CA2014/050219","WO2014/138976","2014-09-18","NULL","2015-09-10","2014-03-12","WO","C","CA","CA"
"281061","2905200","-2","APPLICANT","APPL","Applicant","NULL","NULL","CELLUFORCE INC.","1501 - 625 PRESIDENT-KENNEDY AVENUE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 1K2","CA","Canada",2014-03-12," 2021-04-20","GR","PCT","FLEXIBLE NANOCRYSTALLINE CELLULOSE (NCC) FILMS WITH TUNABLE OPTICAL AND MECHANICAL PROPERTIES","FILMS SOUPLES DE CELLULOSE NANOCRISTALLINE (NCC) PRESENTANT DES PROPRIETES OPTIQUES ET MECANIQUES AJUSTABLES","2022-05-02","CA","C","2019-03-06","CA","EN"," 0","PCT/CA2014/050219","WO2014/138976","2014-09-18","NULL","2015-09-10","2014-03-12","WO","C","CA","CA"
"281066","2905202","-2","-2","OWNR","Owner","2014-03-13","NULL","UNIVERSITE LAVAL","2325, RUE DE L'UNIVERSITE","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1V 0A6","CA","Canada",2014-03-13," 2019-12-31","GR","PCT","USE OF ELECTRORETINOGRAPHY (ERG) FOR THE ASSESSMENT OF PSYCHIATRIC DISORDERS","UTILISATION DE L'ELECTRORETINOGRAPHIE (ERG) POUR L'EVALUATION DE TROUBLES PSYCHIATRIQUES","2022-03-07","CA","C","2019-03-12","CA","EN"," 0","PCT/CA2014/050233","WO2014/138987","2014-09-18","NULL","2015-09-10","2014-03-13","WO","C","CA","CA"
"281070","2905202","-2","APPLICANT","APPL","Applicant","NULL","NULL","UNIVERSITE LAVAL","2325, RUE DE L'UNIVERSITE","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1V 0A6","CA","Canada",2014-03-13," 2019-12-31","GR","PCT","USE OF ELECTRORETINOGRAPHY (ERG) FOR THE ASSESSMENT OF PSYCHIATRIC DISORDERS","UTILISATION DE L'ELECTRORETINOGRAPHIE (ERG) POUR L'EVALUATION DE TROUBLES PSYCHIATRIQUES","2022-03-07","CA","C","2019-03-12","CA","EN"," 0","PCT/CA2014/050233","WO2014/138987","2014-09-18","NULL","2015-09-10","2014-03-13","WO","C","CA","CA"
"281110","2905237","-2","-2","OWNR","Owner","2014-03-14","NULL","AMORCHEM HOLDINGS INC.","800 - 1 WESTMOUNT SQUARE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3Z 2P9","CA","Canada",2014-03-14,"NULL","DE","PCT","SMALL MOLECULE MODULATORS OF PCSK9 AND METHODS OF USE THEREOF","MODULATEURS A PETITES MOLECULES DE PCSK9 ET LEURS PROCEDES D'UTILISATION","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2014/050255","WO2014/139008","2014-09-18","NULL","2015-09-10","2014-03-14","WO","A1","CA","CA"
"281118","2905237","-2","APPLICANT","APPL","Applicant","NULL","NULL","AMORCHEM HOLDINGS INC.","800 - 1 WESTMOUNT SQUARE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3Z 2P9","CA","Canada",2014-03-14,"NULL","DE","PCT","SMALL MOLECULE MODULATORS OF PCSK9 AND METHODS OF USE THEREOF","MODULATEURS A PETITES MOLECULES DE PCSK9 ET LEURS PROCEDES D'UTILISATION","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2014/050255","WO2014/139008","2014-09-18","NULL","2015-09-10","2014-03-14","WO","A1","CA","CA"
"281124","2905240","-2","-2","OWNR","Owner","2014-03-12","NULL","GLADIUS PHARMACEUTICALS COPRORATION","3575 AVENUE DU PARC","LOCAL 4310","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2X 3P9","CA","Canada",2014-03-12,"NULL","DE","PCT","DERIVATIZED 3-STYRYL-CEPHALOSPORINS","3-STYRYL-CEPHALOSPORINES DERIVEES","2022-01-17","CA","A1","2019-03-11","US","EN"," 0","PCT/US2014/024503","WO2014/165126","2014-10-09","NULL","2015-09-09","2014-03-12","WO","A1","CA","CA"
"281126","2905240","-2","APPLICANT","APPL","Applicant","NULL","NULL","GLADIUS PHARMACEUTICALS COPRORATION","3575 AVENUE DU PARC","LOCAL 4310","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2X 3P9","CA","Canada",2014-03-12,"NULL","DE","PCT","DERIVATIZED 3-STYRYL-CEPHALOSPORINS","3-STYRYL-CEPHALOSPORINES DERIVEES","2022-01-17","CA","A1","2019-03-11","US","EN"," 0","PCT/US2014/024503","WO2014/165126","2014-10-09","NULL","2015-09-09","2014-03-12","WO","A1","CA","CA"
"281287","2905361","-2","APPLICANT","APPL","Applicant","NULL","NULL","VIZIMAX INC.","2284 RUE DE LA PROVINCE","NULL","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1G1","CA","Canada",2014-12-22," 2016-03-22","GR","PCT","CONTROLLED SWITCHING DEVICES AND METHOD OF USING THE SAME","DISPOSITIFS DE COMMUTATION COMMANDES ET LEUR PROCEDE D'UTILISATION","2022-01-17","CA","C","2015-09-21","IB","EN"," 0","PCT/IB2014/067248","WO2015/092779","2015-06-25","NULL","2015-09-21","2014-12-22","WO","C","CA","CA"
"281288","2905361","-2","-2","OWNR","Owner","2014-12-22","NULL","VIZIMAX INC.","2284 RUE DE LA PROVINCE","NULL","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1G1","CA","Canada",2014-12-22," 2016-03-22","GR","PCT","CONTROLLED SWITCHING DEVICES AND METHOD OF USING THE SAME","DISPOSITIFS DE COMMUTATION COMMANDES ET LEUR PROCEDE D'UTILISATION","2022-01-17","CA","C","2015-09-21","IB","EN"," 0","PCT/IB2014/067248","WO2015/092779","2015-06-25","NULL","2015-09-21","2014-12-22","WO","C","CA","CA"
"281423","2905460","-2","-2","OWNR","Owner","2015-09-29","NULL","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY","1555 Peel Street, 11 th Floor","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3L8","CA","Canada",2015-09-29,"NULL","RP","NON-PCT","SEAMLESS TRANSMISSION SYSTEMS AND METHODS FOR ELECTRIC VEHICLES","SYSTEMES ET METHODES DE TRANSMISSION TRANSPARENTE POUR VEHICULES ELECTRIQUES","2022-05-02","CA","A1","2020-09-28","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"281425","2905460","-2","APPLICANT","APPL","Applicant","NULL","NULL","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY","1555 Peel Street, 11 th Floor","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 3L8","CA","Canada",2015-09-29,"NULL","RP","NON-PCT","SEAMLESS TRANSMISSION SYSTEMS AND METHODS FOR ELECTRIC VEHICLES","SYSTEMES ET METHODES DE TRANSMISSION TRANSPARENTE POUR VEHICULES ELECTRIQUES","2022-05-02","CA","A1","2020-09-28","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"281509","2905518","-2","-2","OWNR","Owner","2015-09-30","NULL","TRANSTEC COMPOSITE INC.","6200 HENRI-BOURASSA WEST","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4R 1C3","CA","Canada",2015-09-30,"NULL","DE","NON-PCT","AERODYNAMIC TRACTOR-TRAILER GAP REDUCER AND TRAILER INTERFACE THEREOF","REDUCTEUR D'ECART AERODYNAMIQUE POUR SEMI-REMORQUE ET INTERFACE DE REMORQUE ASSOCIEE","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
